Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q4,Q5,Q4,Q90,Q90_4_TEXT,Q91,Q5,Q5_3_TEXT,Q5_9_TEXT,Q6,Q6_8_TEXT,Q7,Q8,Q8_7_TEXT,Q9,Q10,Q10_7_TEXT,Q12,Q13,Q14,Q14_8_TEXT,Q16,Q18,Q18_9_TEXT,Q19,Q19_5_TEXT,Q20,Q20_1_TEXT,Q21,Q21_5_TEXT,Q22,Q24,Q25,Q23,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q31,Q33,Q34,Q36,Q37_1,Q37_2,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q40,Q40_7_TEXT,Q41,Q42_1,Q42_2,Q42_3,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q47,Q47_8_TEXT,Q48,Q66,Q67,Q95,Q95_9_TEXT,Q102,Q102_9_TEXT,Q93_1,Q93_2,Q58,Q68,Q68_7_TEXT,Q59,Q59_7_TEXT,Q60,Q61_1,Q61_2,Q61_3,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q70,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q66,Q66_8_TEXT,Q71,Q67,Q84,Q84_8_TEXT,Q88,Q88_8_TEXT,Q89
100,2853,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Downtown,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs multiple times a week,Cannabis,,Smoking/inhalation,,No,,At home,,Yes,Quite concerned,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,About half the time,Most of the time,Most of the time,Most of the time,About half the time,Always,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Somewhat agree,Somewhat agree,9,3,7,4,2,6,8,5,1,I am confident in the veterinary or health care staff knowledge of the situation,,Quite concerned,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.)",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2854,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Grandview-Woodland,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs multiple times a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Quite concerned,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Most of the time,Always,Most of the time,About half the time,Most of the time,Always,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Somewhat agree,Neither agree nor disagree,2,4,8,3,5,7,6,1,9,I DO NOT have a prior relationship with the veterinarian of health care staff,,Quite concerned,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2856,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Grandview-Woodland,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Moderately concerned,No,,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Most of the time,Always,Most of the time,About half the time,Most of the time,Most of the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Neither agree nor disagree,Somewhat agree,3,9,2,7,1,5,6,8,4,I have a prior relationship with the veterinarian or healthcare staff,,Moderately concerned,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,"Maintaining a friendly, non-judgmental demeanor",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2856,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,,White or European descent,,,Full-time employment,,70000,Rented apartment/condo,,,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Quite concerned,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Most of the time,Most of the time,Most of the time,Always,Most of the time,About half the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Somewhat agree,Somewhat agree,9,1,7,2,3,6,4,5,8,It is open/available at the time of the emergency,,Quite concerned,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2856,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,West End,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Quite concerned,No,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Most of the time,Most of the time,Always,Most of the time,Sometimes,About half the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Somewhat concerned,Neither agree nor disagree,Somewhat agree,6,2,5,7,9,8,3,1,4,It is open/available at the time of the emergency,,Moderately concerned,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Emphasizing a commitment to helping your animal,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2857,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Downtown,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs multiple times a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Moderately concerned,No,,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Most of the time,Always,Most of the time,About half the time,Sometimes,Most of the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Somewhat agree,Somewhat agree,8,3,6,5,4,2,7,9,1,I have a prior relationship with the veterinarian or healthcare staff,,Quite concerned,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.)",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2860,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Downtown,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Moderately concerned,No,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,About half the time,About half the time,Most of the time,Most of the time,Always,About half the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Neither agree nor disagree,Somewhat agree,3,5,1,9,7,6,8,4,2,I have a prior relationship with the veterinarian or healthcare staff,,Extremely concerned,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.)",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2862,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,West End,Partner/spouse,,Children (yours or someone else's),1,Dog,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Moderately concerned,No,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,About half the time,Most of the time,Always,Most of the time,About half the time,Always,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Somewhat concerned,Somewhat agree,Somewhat agree,7,2,9,8,4,5,6,1,3,I DO NOT have a prior relationship with the veterinarian of health care staff,,Moderately concerned,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?"")",,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2868,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Kitsilano,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs once a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,Quite concerned,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Most of the time,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Quite concerned,Somewhat agree,Strongly agree,6,7,8,2,3,4,5,1,9,I DO NOT have a prior relationship with the veterinarian of health care staff,,Moderately concerned,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Emphasizing a commitment to helping your animal,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2733,TRUE,2023-03-27 7:42,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,70000,House,,Arbutus-Ridge,Partner/spouse,,Children (yours or someone else's),1,Cat,,I use drugs multiple times a week,Cannabis,,Smoking/inhalation,,No,,At home,,No,,No,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,About half the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,My partner and family insulted me while smoking marijuana,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,Cannabis sativa,Moderately concerned,Somewhat agree,Neither agree nor disagree,6,2,7,9,1,4,3,8,5,I am confident in the veterinary or health care staff knowledge of the situation,,Moderately concerned,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Emphasizing a commitment to helping your animal,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2042,TRUE,2023-03-27 7:44,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Rented apartment/condo,,Downtown,Partner/spouse,,No,1,Dog,,I have used drugs once or twice in the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),sedative,At home,,No,,Yes,I'll hide it somewhere,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Most of the time,Most of the time,About half the time,About half the time,Most of the time,Most of the time,"In my life, I often encounter discrimination against normal people, and generally cannot accept exclusion. We feel like we are not like good people",Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat good,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Maintaining a friendly, non-judgmental demeanor",,Somewhat disagree,I feel vulnerable to discrimination,,,,,
100,2044,TRUE,2023-03-27 7:44,,Yes,Yes,25-34,Male,,No,White or European descent,,,Full-time employment,,50000,Rented apartment/condo,,Downtown,Partner/spouse,,No,1,Dog,,I have used drugs once or twice in the past six months,Cannabis,,Smoking/inhalation,,Yes (please specify),sedative,At home,,No,,Yes,I'll hide it somewhere,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,About half the time,Most of the time,Most of the time,About half the time,Most of the time,About half the time,"In my life, I often encounter discrimination against normal people, and generally cannot accept exclusion. We feel like we are not like good people",Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannabis sativa,2-5 times,Cannabis,,,,Somewhat disagree,Somewhat disagree,Went to an emergency animal hospital,Treated at the vet/veterinary hospital,,"It was open/available at the time of the emergency,It was convenient/close by",,Yes,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat good,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Providing assurance that accidents happen, that it was not your fault",,Strongly disagree,I feel vulnerable to discrimination,,,,,
